epoch,total,pde,top,bottom,side,ic
1,1192.493408203125,1183.6478271484375,0.8874757289886475,1.703006625175476,3.4949941635131836,2.76015043258667
10001,0.16061030328273773,0.010929131880402565,0.14828325808048248,0.0005011102766729891,0.0007939647766761482,0.0001028319529723376
20001,0.056007321923971176,0.0008348365663550794,0.054948557168245316,0.0001244656159542501,7.593273767270148e-05,2.3527987650595605e-05
30001,0.04641939699649811,0.0001941827213158831,0.046085964888334274,4.4994598283665255e-05,8.053694909904152e-05,1.371790040138876e-05
40001,0.03667958825826645,5.39563043275848e-05,0.03654339537024498,1.2276400411792565e-05,6.488204235211015e-05,5.0769872359524015e-06
50000,0.03206146880984306,2.4457216568407603e-05,0.03200507164001465,5.843206963618286e-06,2.283338108099997e-05,3.2619564080960117e-06
