epoch,total,pde,top,bottom,side,energy
1,7.94861364364624,6.48241662979126,0.5781799554824829,0.8670273423194885,0.012982835061848164,0.008007067255675793
5001,0.3316842019557953,0.047678735107183456,0.2062215954065323,0.07199732959270477,0.005514087621122599,0.0002724544028751552
10001,0.1698576807975769,0.03660407289862633,0.10780752450227737,0.0198976993560791,0.0048477184027433395,0.0007006643572822213
15001,0.13674642145633698,0.02839520387351513,0.09227484464645386,0.011294825002551079,0.004082560073584318,0.000698986288625747
20001,0.1963021159172058,0.03869222104549408,0.10239572823047638,0.04956269636750221,0.005453957244753838,0.0001975206978386268
25001,0.14048215746879578,0.028829865157604218,0.09487008303403854,0.010364720597863197,0.005988297984004021,0.000429187755798921
30000,0.08264555037021637,0.01798435114324093,0.057139504700899124,0.003737769555300474,0.003468238515779376,0.0003156867460347712
