epoch,total,pde,top,bottom,side,ic
1,1190.920166015625,1183.6478271484375,0.8690463900566101,0.029124310240149498,3.4949941635131836,2.8791050910949707
2001,0.370927095413208,0.016847971826791763,0.3506333529949188,0.00023577199317514896,0.0027959325816482306,0.0004140844976063818
4001,0.2360900342464447,0.008231430314481258,0.22370389103889465,0.00015694601461291313,0.003712958190590143,0.0002848243457265198
6001,0.1406441032886505,0.0030070689972490072,0.13644267618656158,5.507844252861105e-05,0.0010739569552242756,6.532443512696773e-05
8001,0.1549997627735138,0.021434368565678596,0.1324058324098587,6.120614125393331e-05,0.0010138825746253133,8.447120490018278e-05
10000,0.11470846831798553,0.005415991879999638,0.10855761170387268,0.00014956436643842608,0.0005586047773249447,2.6696969143813476e-05
