epoch,total,pde,top,bottom,side,ic,energy
1,1222.1217041015625,1214.035888671875,0.8682550191879272,2.290313959121704,4.342700481414795,0.0,0.5845578908920288
5001,0.3626353442668915,0.03537244722247124,0.31335872411727905,0.009176481515169144,0.0037162406370043755,0.0,0.0010114690521731973
10001,0.20699180662631989,0.009953717701137066,0.18973763287067413,0.0061106146313250065,0.0009610927663743496,0.0,0.00022874826390761882
15001,0.11429205536842346,0.012285512872040272,0.08795100450515747,0.012508237734436989,0.001015437301248312,0.0,0.0005318587063811719
20001,0.09457852691411972,0.0035998935345560312,0.08127792924642563,0.0090614790096879,0.0005408137221820652,0.0,9.840924030868337e-05
25001,0.07401799410581589,0.0141605818644166,0.0558633916079998,0.0032428267877548933,0.0006092556868679821,0.0,0.0001419372420059517
30000,0.06551007181406021,0.0036269119009375572,0.05642503499984741,0.0049631595611572266,0.0004271770885679871,0.0,6.77856442052871e-05
