epoch,total,pde,top,bottom,side,ic,energy
1,1221.9122314453125,1213.9691162109375,0.7255402207374573,2.2906863689422607,4.342377662658691,0.0,0.5846232771873474
10001,0.18539144098758698,0.02581593580543995,0.10715771466493607,0.04595867171883583,0.002961923833936453,0.0,0.0034971944987773895
20001,0.05028807371854782,0.0018730558222159743,0.045028213411569595,0.0030526609625667334,0.00031719342223368585,0.0,1.695040009508375e-05
30001,0.029714709147810936,0.0009757450316101313,0.02777508646249771,0.0007631650660187006,0.0001658253459027037,0.0,3.488672518869862e-05
40001,0.0431530624628067,0.0007969611906446517,0.04201182723045349,0.00017314129217993468,0.0001313474349444732,0.0,3.978593667852692e-05
50000,0.028037238866090775,0.0006227321573533118,0.027231799438595772,5.141563815413974e-05,0.00010330132499802858,0.0,2.7989748559775762e-05
