epoch,total,pde,top,bottom,side,energy
1,6.9493632316589355,5.477907180786133,0.6011325716972351,0.8414256572723389,0.02237345091998577,0.0065245009027421474
5001,0.23646745085716248,0.019035430625081062,0.201599583029747,0.01054132916033268,0.005054293666034937,0.00023680966114625335
10001,0.2708476185798645,0.06645605713129044,0.11634548008441925,0.0798521339893341,0.007988221012055874,0.00020573966321535408
15001,0.1469620317220688,0.03214653953909874,0.0989842638373375,0.01057494431734085,0.004834079183638096,0.0004222081624902785
20001,0.1482107788324356,0.03277914598584175,0.08943213522434235,0.02104519121348858,0.004767574369907379,0.00018672760052140802
25001,0.14449505507946014,0.02849419414997101,0.09566695243120193,0.014655826613307,0.005248764995485544,0.00042932300129905343
30000,0.1273370385169983,0.028191180899739265,0.0717734843492508,0.021546732634305954,0.005581082310527563,0.00024455745005980134
