epoch,total,pde,top,bottom,side,energy
1,6.966604709625244,5.495081901550293,0.6011248826980591,0.8414642214775085,0.02237345091998577,0.006560493726283312
5001,0.23520459234714508,0.018106749281287193,0.19168400764465332,0.017600540071725845,0.007346190977841616,0.00046710087917745113
10001,0.2742314338684082,0.05530981719493866,0.12199999392032623,0.08743944019079208,0.009256705641746521,0.0002254714199807495
15001,0.15047430992126465,0.03272214159369469,0.10164531320333481,0.010676058940589428,0.005019886884838343,0.0004109168075956404
20001,0.15420174598693848,0.02841649390757084,0.09954681247472763,0.020891159772872925,0.005135806277394295,0.00021148461382836103
25001,0.15088383853435516,0.027549412101507187,0.10235787183046341,0.015009104274213314,0.005519726779311895,0.0004477160982787609
30000,0.13666489720344543,0.029588822275400162,0.0773146003484726,0.02368592470884323,0.005816727411001921,0.0002588208590168506
